City,State,Crime Count
Price,Wisconsin,11
Prince Edward,Virginia,64
Prince George,Virginia,35
Prince George's,Maryland,3642
Prince William,Virginia,269
Prince of Wales-Outer Ketchikan,Alaska,1
Providence,Rhodes Island,1009
Prowers,Colorado,15
Pueblo,Colorado,290
Pulaski,Arkansas,2130
Pulaski,Georgia,27
Pulaski,Illinois,7
Pulaski,Indiana,19
Pulaski,Kentucky,44
Pulaski,Missouri,59
Pulaski,Virginia,66
Pushmataha,Oklahoma,43
Putnam,Florida,172
Putnam,Georgia,26
Putnam,Illinois,1
Putnam,Indiana,12
Putnam,Missouri,1
Putnam,New York,42
Putnam,Ohio,10
Putnam,Tennessee,72
Putnam,West Virginia,47
Quay,New Mexico,19
Queen Anne's,Maryland,40
Queens,New York,6
Quitman,Georgia,8
Quitman,Mississippi,4
Rabun,Georgia,20
Racine,Wisconsin,279
Radford,Virginia,10
Rains,Texas,24
Raleigh,West Virginia,200
Ralls,Missouri,3
Ramsey,Minnesota,711
Ramsey,North Dakota,10
Randall,Texas,30
Randolph,Alabama,35
Randolph,Arkansas,17
Randolph,Georgia,11
Randolph,Illinois,6
Randolph,Indiana,12
Randolph,Missouri,22
Randolph,North Carolina,203
Randolph,West Virginia,35
Rankin,Mississippi,88
Ransom,North Dakota,2
Rapides,Louisiana,438
Rappahannock,Virginia,9
Ravalli,Montana,11
Rawlins,Kansas,1
Ray,Missouri,14
Reagan,Texas,4
Real,Texas,12
Red Lake,Minnesota,1
Red River,Louisiana,13
Red River,Texas,39
Red Willow,Nebraska,8
Redwood,Minnesota,7
Reeves,Texas,40
Refugio,Texas,7
Reno,Kansas,46
Rensselaer,New York,131
Renville,Minnesota,4
Renville,North Dakota,2
Repressed,Idaho,30
Repressed,Maryland,23
Repressed,Nebraska,4
Repressed,New Jersey,1
Repressed,North Carolina,19
Repressed,Oregon,5
Repressed,Virginia,9
Repressed,Wisconsin,1
Republic,Kansas,4
Reynolds,Missouri,12
Rhea,Tennessee,36
Rice,Kansas,7
Rice,Minnesota,22
Rich,Utah,1
Richardson,Nebraska,10
Richland,Illinois,6
Richland,Louisiana,12
Richland,North Dakota,5
Richland,Ohio,146
Richland,South Carolina,1159
Richland,Wisconsin,10
Richmond,Georgia,878
Richmond,North Carolina,206
Richmond,Virginia,2892
Riley,Kansas,47
Ringgold,Iowa,2
Rio Arriba,New Mexico,29
Rio Blanco,Colorado,13
Rio Grande,Colorado,25
Ripley,Indiana,23
Ripley,Missouri,25
Ritchie,West Virginia,28
Riverside,California,3893
Roane,Tennessee,72
Roane,West Virginia,29
Roanoke,Virginia,472
Roberts,South Dakota,3
Roberts,Texas,2
Robertson,Tennessee,120
Robertson,Texas,50
Robeson,North Carolina,694
Rock,Minnesota,2
Rock,Nebraska,1
Rock,Wisconsin,124
Rock Island,Illinois,48
Rockbridge,Virginia,23
Rockcastle,Kentucky,39
Rockdale,Georgia,90
Rockingham,New Hampshire,117
Rockingham,North Carolina,204
Rockingham,Virginia,54
Rockland,New York,161
Rockwall,Texas,28
Roger Mills,Oklahoma,5
Rogers,Oklahoma,59
Rolette,North Dakota,5
Rooks,Kansas,1
Roosevelt,Montana,12
Roosevelt,New Mexico,22
Roscommon,Michigan,16
Roseau,Minnesota,4
Rosebud,Montana,5
Ross,Ohio,42
Routt,Colorado,11
Rowan,Kentucky,55
Rowan,North Carolina,265
Runnels,Texas,15
Rush,Indiana,8
Rusk,Texas,141
Rusk,Wisconsin,7
Russell,Alabama,141
Russell,Kansas,8
Russell,Kentucky,19
Russell,Virginia,37
Rutherford,North Carolina,123
Rutherford,Tennessee,174
Rutland,Vermont,27
Sabine,Louisiana,39
Sabine,Texas,19
Sac,Iowa,3
Sacramento,California,3416
Sagadahoc,Maine,7
Saginaw,Michigan,818
Saguache,Colorado,17
Salem,New Jersey,80
Salem,Virginia,23
Saline,Arkansas,65
Saline,Illinois,9
Saline,Kansas,61
Saline,Missouri,43
Saline,Nebraska,8
Salt Lake,Utah,1157
Saluda,South Carolina,51
Sampson,North Carolina,155
San Augustine,Texas,29
San Benito,California,73
San Bernardino,California,5717
San Diego,California,5456
San Francisco,California,3016
San Jacinto,Texas,46
San Joaquin,California,2196
San Juan,Colorado,3
San Juan,New Mexico,203
San Juan,Utah,8
San Juan,Washington,12
San Luis Obispo,California,233
San Mateo,California,953
San Miguel,Colorado,1
San Miguel,New Mexico,50
San Patricio,Texas,117
San Saba,Texas,20
Sanborn,South Dakota,1
Sanders,Montana,11
Sandoval,New Mexico,67
Sandusky,Ohio,37
Sangamon,Illinois,141
Sanilac,Michigan,29
Sanpete,Utah,9
Santa Barbara,California,445
Santa Clara,California,2076
Santa Cruz,Arizona,42
Santa Cruz,California,375
Santa Fe,New Mexico,609
Santa Rosa,Florida,111
Sarasota,Florida,398
Saratoga,New York,61
Sargent,North Dakota,1
Sarpy,Nebraska,49
Sauk,Wisconsin,31
Saunders,Nebraska,10
Sawyer,Wisconsin,22
Schenectady,New York,172
Schleicher,Texas,3
Schley,Georgia,4
Schoharie,New York,12
Schoolcraft,Michigan,7
Schuyler,Illinois,1
Schuyler,Missouri,4
Schuyler,New York,13
Schuylkill,Pennsylvania,114
Scioto,Ohio,117
Scotland,Missouri,3
Scotland,North Carolina,164
Scott,Arkansas,20
Scott,Illinois,2
Scott,Indiana,35
Scott,Iowa,179
Scott,Kansas,3
Scott,Kentucky,20
Scott,Minnesota,23
Scott,Mississippi,22
Scott,Missouri,70
Scott,Tennessee,16
Scott,Virginia,45
Scotts Bluff,Nebraska,28
Screven,Georgia,23
Scurry,Texas,31
Searcy,Arkansas,9
Sebastian,Arkansas,198
Sedgwick,Colorado,3
Sedgwick,Kansas,755
Seminole,Florida,415
Seminole,Georgia,27
Seminole,Oklahoma,95
Seneca,New York,16
Seneca,Ohio,21
Sequatchie,Tennessee,15
Sequoyah,Oklahoma,92
Sevier,Arkansas,37
Sevier,Tennessee,62
Sevier,Utah,16
Seward,Kansas,50
Seward,Nebraska,5
Shackelford,Texas,8
Shannon,Missouri,7
Sharkey,Mississippi,3
Sharp,Arkansas,25
Shasta,California,297
Shawano,Wisconsin,15
Shawnee,Kansas,317
Sheboygan,Wisconsin,37
Shelby,Alabama,112
Shelby,Illinois,1
Shelby,Indiana,7
Shelby,Iowa,1
Shelby,Kentucky,31
Shelby,Missouri,1
Shelby,Ohio,22
Shelby,Tennessee,5615
Shelby,Texas,110
Shenandoah,Virginia,28
Sherburne,Minnesota,24
Sheridan,Montana,2
Sheridan,Nebraska,7
Sheridan,North Dakota,1
Sheridan,Wyoming,23
Sherman,Kansas,7
Sherman,Nebraska,1
Sherman,Oregon,4
Sherman,Texas,4
Shiawassee,Michigan,30
Shoshone,Idaho,27
Sibley,Minnesota,1
Sierra,California,16
Sierra,New Mexico,18
Silver Bow,Montana,27
Simpson,Kentucky,23
Simpson,Mississippi,44
Sioux,Iowa,4
Sioux,Nebraska,3
Sioux,North Dakota,2
Siskiyou,California,95
Sitka,Alaska,3
Skagit,Washington,103
Skagway-Hoonah-Angoon,Alaska,1
Skamania,Washington,21
Smith,Kansas,2
Smith,Mississippi,1
Smith,Tennessee,14
Smith,Texas,485
Smyth,Virginia,70
Snohomish,Washington,419
Snyder,Pennsylvania,18
Socorro,New Mexico,17
Solano,California,854
Somerset,Maine,53
Somerset,Maryland,57
Somerset,New Jersey,128
Somerset,Pennsylvania,66
Somervell,Texas,7
Sonoma,California,511
Southampton,Virginia,53
Spalding,Georgia,185
Spartanburg,South Carolina,705
Spencer,Indiana,12
Spencer,Kentucky,3
Spokane,Washington,614
Spotsylvania,Virginia,84
St. Bernard,Louisiana,30
St. Charles,Louisiana,114
St. Charles,Missouri,150
St. Clair,Alabama,78
St. Clair,Illinois,777
St. Clair,Michigan,115
St. Clair,Missouri,11
St. Croix,Wisconsin,24
St. Francis,Arkansas,129
St. Francois,Missouri,48
St. Helena,Louisiana,16
St. James,Louisiana,39
St. John the Baptist,Louisiana,134
St. Johns,Florida,181
St. Joseph,Indiana,616
St. Joseph,Michigan,53
St. Landry,Louisiana,153
St. Lawrence,New York,48
St. Louis,Minnesota,134
St. Louis,Missouri,1352
St. Louis city,Missouri,5955
St. Lucie,Florida,488
St. Martin,Louisiana,63
St. Mary,Louisiana,138
St. Mary's,Maryland,98
St. Tammany,Louisiana,303
Stafford,Kansas,1
Stafford,Virginia,86
Stanislaus,California,1016
Stanley,South Dakota,2
Stanly,North Carolina,94
Stanton,Kansas,5
Stanton,Nebraska,2
Stark,North Dakota,14
Stark,Ohio,476
Starke,Indiana,31
Starr,Texas,183
Staunton,Virginia,26
Ste. Genevieve,Missouri,30
Stearns,Minnesota,62
Steele,Minnesota,8
Steele,North Dakota,1
Stephens,Georgia,45
Stephens,Oklahoma,67
Stephens,Texas,17
Stephenson,Illinois,21
Steuben,Indiana,31
Steuben,New York,48
Stevens,Kansas,2
Stevens,Minnesota,2
Stevens,Washington,52
Stewart,Georgia,9
Stewart,Tennessee,12
Stillwater,Montana,4
Stoddard,Missouri,20
Stokes,North Carolina,62
Stone,Arkansas,16
Stone,Mississippi,13
Stone,Missouri,25
Stonewall,Texas,4
Storey,Nevada,9
Story,Iowa,23
Strafford,New Hampshire,58
Stutsman,North Dakota,10
Sublette,Wyoming,18
Suffolk,Massachusetts,2673
Suffolk,New York,1057
Suffolk,North Carolina,1
Suffolk,Virginia,222
Sullivan,Indiana,21
Sullivan,Missouri,1
Sullivan,New Hampshire,23
Sullivan,New York,107
Sullivan,Pennsylvania,7
Sullivan,Tennessee,202
Sully,South Dakota,1
Summers,West Virginia,26
Summit,Colorado,21
Summit,Ohio,806
Summit,Utah,20
Sumner,Kansas,24
Sumner,Tennessee,108
Sumter,Alabama,43
Sumter,Florida,69
Sumter,Georgia,67
Sumter,South Carolina,363
Sunflower,Mississippi,76
Surry,North Carolina,110
Surry,Virginia,13
Susquehanna,Pennsylvania,40
Sussex,Delaware,184
Sussex,New Jersey,54
Sussex,Virginia,30
Sutter,California,156
Sutton,Texas,9
Suwannee,Florida,53
Swain,North Carolina,15
Sweet Grass,Montana,2
Sweetwater,Wyoming,76
Swift,Minnesota,3
Swisher,Texas,18
Switzerland,Indiana,3
Talbot,Georgia,13
Talbot,Maryland,52
Taliaferro,Georgia,7
Talladega,Alabama,111
Tallahatchie,Mississippi,4
Tallapoosa,Alabama,112
Tama,Iowa,7
Taney,Missouri,40
Tangipahoa,Louisiana,253
Taos,New Mexico,33
Tarrant,Texas,4350
Tate,Mississippi,13
Tattnall,Georgia,28
Taylor,Florida,60
Taylor,Georgia,25
Taylor,Iowa,3
Taylor,Kentucky,25
Taylor,Texas,252
Taylor,West Virginia,12
Taylor,Wisconsin,14
Tazewell,Illinois,25
Tazewell,Virginia,72
Tehama,California,105
Telfair,Georgia,20
Teller,Colorado,31
Tensas,Louisiana,15
Terrebonne,Louisiana,254
Terrell,Georgia,34
Terrell,Texas,3
Terry,Texas,30
Teton,Idaho,2
Teton,Montana,2
Teton,Wyoming,11
Texas,Missouri,20
Texas,Oklahoma,27
Thayer,Nebraska,3
Thomas,Georgia,96
Thomas,Kansas,5
Throckmorton,Texas,7
Thurston,Nebraska,1
Thurston,Washington,156
Tift,Georgia,122
Tillamook,Oregon,30
Tillman,Oklahoma,29
Tioga,New York,25
Tioga,Pennsylvania,31
Tippah,Mississippi,21
Tippecanoe,Indiana,89
Tipton,Indiana,10
Tipton,Tennessee,55
Tishomingo,Mississippi,17
Titus,Texas,75
Todd,Kentucky,10
Todd,Minnesota,20
Tolland,Connecticut,21
Tom Green,Texas,187
Tompkins,New York,56
Tooele,Utah,45
Toole,Montana,2
Toombs,Georgia,89
Torrance,New Mexico,13
Towner,North Dakota,1
Towns,Georgia,6
Traill,North Dakota,2
Transylvania,North Carolina,32
Traverse,Minnesota,2
Travis,Texas,1511
Treasure,Montana,1
Trego,Kansas,2
Trempealeau,Wisconsin,10
Treutlen,Georgia,13
Trigg,Kentucky,9
Trimble,Kentucky,2
Trinity,California,44
Trinity,Texas,41
Tripp,South Dakota,1
Troup,Georgia,154
Trousdale,Tennessee,13
Trumbull,Ohio,214
Tucker,West Virginia,9
Tulare,California,1201
Tulsa,Oklahoma,1900
Tunica,Mississippi,30
Tuolumne,California,55
Turner,Georgia,13
Turner,South Dakota,1
Tuscaloosa,Alabama,332
Tuscarawas,Ohio,31
Tuscola,Michigan,30
Twiggs,Georgia,8
Twin Falls,Idaho,64
Tyler,Texas,43
Tyler,West Virginia,7
Tyrrell,North Carolina,14
Uinta,Wyoming,28
Uintah,Utah,34
Ulster,New York,156
Umatilla,Oregon,95
Unicoi,Tennessee,13
Union,Arkansas,144
Union,Florida,20
Union,Georgia,10
Union,Illinois,10
Union,Indiana,3
Union,Iowa,4
Union,Kentucky,10
Union,Louisiana,46
Union,Mississippi,20
Union,New Jersey,841
Union,New Mexico,8
Union,North Carolina,201
Union,Ohio,8
Union,Oregon,33
Union,Pennsylvania,14
Union,South Carolina,78
Union,South Dakota,7
Union,Tennessee,17
Upshur,Texas,78
Upshur,West Virginia,20
Upson,Georgia,50
Upton,Texas,12
Utah,Utah,154
Uvalde,Texas,58
Val Verde,Texas,59
Valencia,New Mexico,97
Valley,Idaho,7
Valley,Montana,3
Valley,Nebraska,2
Van Buren,Arkansas,17
Van Buren,Iowa,6
Van Buren,Michigan,130
Van Buren,Tennessee,15
Van Wert,Ohio,12
Van Zandt,Texas,86
Vance,North Carolina,195
Vanderburgh,Indiana,269
Venango,Pennsylvania,47
Ventura,California,1037
Vermilion,Illinois,34
Vermilion,Louisiana,73
Vermillion,Indiana,6
Vernon,Louisiana,102
Vernon,Missouri,35
Vernon,Wisconsin,22
Victoria,Texas,217
Vigo,Indiana,111
Vilas,Wisconsin,18
Vinton,Ohio,17
Virginia Beach,Virginia,634
Volusia,Florida,735
Wabash,Illinois,5
Wabash,Indiana,18
Wabasha,Minnesota,3
Wabaunsee,Kansas,3
Wadena,Minnesota,7
Wagoner,Oklahoma,81
Wahkiakum,Washington,5
Wake,North Carolina,964
Wakulla,Florida,35
Waldo,Maine,31
Walker,Alabama,64
Walker,Georgia,62
Walker,Texas,110
Walla Walla,Washington,46
Waller,Texas,90
Wallowa,Oregon,5
Walsh,North Dakota,5
Walthall,Mississippi,16
Walton,Florida,66
Walton,Georgia,88
Walworth,South Dakota,5
Walworth,Wisconsin,57
Wapello,Iowa,26
Ward,North Dakota,34
Ward,Texas,30
Ware,Georgia,103
Warren,Georgia,4
Warren,Illinois,7
Warren,Iowa,19
Warren,Kentucky,148
Warren,Mississippi,218
Warren,Missouri,23
Warren,New Jersey,58
Warren,New York,26
Warren,North Carolina,36
Warren,Ohio,52
Warren,Pennsylvania,31
Warren,Tennessee,58
Warren,Virginia,36
Warrick,Indiana,23
Wasatch,Utah,10
Wasco,Oregon,42
Waseca,Minnesota,9
Washakie,Wyoming,9
Washburn,Wisconsin,13
Washington,Alabama,12
Washington,Arkansas,171
Washington,Colorado,4
Washington,Florida,36
Washington,Georgia,46
Washington,Idaho,8
Washington,Illinois,1
Washington,Indiana,17
Washington,Iowa,7
Washington,Kansas,2
Washington,Kentucky,12
Washington,Louisiana,159
Washington,Maine,28
Washington,Maryland,146
Washington,Minnesota,56
Washington,Mississippi,431
Washington,Missouri,18
Washington,Nebraska,5
Washington,New York,42
Washington,North Carolina,31
Washington,Ohio,30
Washington,Oklahoma,60
Washington,Oregon,256
Washington,Pennsylvania,184
Washington,Rhodes Island,49
Washington,Tennessee,161
Washington,Texas,55
Washington,Utah,46
Washington,Vermont,123
Washington,Virginia,66
Washington,Wisconsin,40
Washita,Oklahoma,13
Washoe,Nevada,671
Washtenaw,Michigan,367
Watauga,North Carolina,39
Watonwan,Minnesota,6
Waukesha,Wisconsin,86
Waupaca,Wisconsin,21
Waushara,Wisconsin,9
Wayne,Georgia,31
Wayne,Illinois,2
Wayne,Indiana,82
Wayne,Iowa,4
Wayne,Kentucky,30
Wayne,Michigan,19038
Wayne,Mississippi,45
Wayne,Missouri,19
Wayne,Nebraska,1
Wayne,New York,54
Wayne,North Carolina,393
Wayne,Ohio,45
Wayne,Pennsylvania,56
Wayne,Tennessee,18
Wayne,Utah,1
Wayne,West Virginia,85
Waynesboro,Virginia,33
Weakley,Tennessee,41
Webb,Texas,533
Weber,Utah,221
Webster,Georgia,1
Webster,Iowa,32
Webster,Kentucky,8
Webster,Louisiana,125
Webster,Mississippi,7
Webster,Missouri,14
Webster,Nebraska,1
Webster,West Virginia,28
Weld,Colorado,234
Wells,Indiana,12
Wells,North Dakota,2
West Baton Rouge,Louisiana,66
West Carroll,Louisiana,11
West Feliciana,Louisiana,16
Westchester,New York,1005
Westmoreland,Pennsylvania,263
Westmoreland,Virginia,43
Weston,Wyoming,7
Wetzel,West Virginia,15
Wexford,Michigan,29
Wharton,Texas,100
Whatcom,Washington,132
Wheatland,Montana,1
Wheeler,Georgia,9
Wheeler,Oregon,2
Wheeler,Texas,11
White,Arkansas,97
White,Georgia,25
White,Illinois,4
White,Indiana,15
White,Tennessee,32
White Pine,Nevada,26
Whiteside,Illinois,12
Whitfield,Georgia,120
Whitley,Indiana,8
Whitley,Kentucky,66
Whitman,Washington,15
Wichita,Kansas,6
Wichita,Texas,370
Wicomico,Maryland,185
Wilbarger,Texas,31
Wilcox,Alabama,43
Wilcox,Georgia,14
Wilkes,Georgia,25
Wilkes,North Carolina,121
Wilkin,Minnesota,3
Wilkinson,Georgia,19
Will,Illinois,316
Willacy,Texas,40
Williams,North Dakota,17
Williams,Ohio,11
Williamsburg,South Carolina,147
Williamsburg,Virginia,18
Williamson,Illinois,21
Williamson,Tennessee,70
Williamson,Texas,153
Wilson,Kansas,8
Wilson,North Carolina,270
Wilson,Tennessee,52
Wilson,Texas,50
Winchester,Virginia,24
Windham,Connecticut,20
Windham,Vermont,20
Windsor,Vermont,21
Winkler,Texas,16
Winn,Louisiana,18
Winnebago,Illinois,419
Winnebago,Iowa,1
Winnebago,Wisconsin,57
Winneshiek,Iowa,2
Winona,Minnesota,18
Winston,Alabama,12
Winston,Mississippi,23
Wirt,West Virginia,4
Wise,Texas,34
Wise,Virginia,66
Wolfe,Kentucky,15
Wood,Ohio,42
Wood,Texas,75
Wood,West Virginia,78
Wood,Wisconsin,19
Woodbury,Iowa,94
Woodford,Illinois,3
Woodford,Kentucky,18
Woodruff,Arkansas,14
Woods,Oklahoma,4
Woodson,Kansas,4
Woodward,Oklahoma,25
Worcester,Maryland,85
Worcester,Massachusetts,468
Worth,Georgia,31
Worth,Iowa,3
Wrangell-Petersburg,Alaska,8
Wright,Iowa,3
Wright,Minnesota,18
Wright,Missouri,7
Wyandot,Ohio,12
Wyandotte,Kansas,688
Wyoming,New York,27
Wyoming,Pennsylvania,26
Wyoming,West Virginia,49
Wythe,Virginia,32
Yadkin,North Carolina,41
Yakima,Washington,528
Yalobusha,Mississippi,26
Yamhill,Oregon,70
Yancey,North Carolina,10
Yankton,South Dakota,12
Yates,New York,6
Yavapai,Arizona,240
Yazoo,Mississippi,39
Yell,Arkansas,34
Yellow Medicine,Minnesota,4
Yellowstone,Montana,123
Yoakum,Texas,8
Yolo,California,248
York,Maine,111
York,Nebraska,6
York,Pennsylvania,408
York,South Carolina,348
York,Virginia,52
Young,Texas,26
Yuba,California,154
Yukon-Koyukuk,Alaska,1
Yuma,Arizona,208
Yuma,Colorado,5
Zapata,Texas,17
Zavala,Texas,38
